indoor_relative_humidity [%],illuminance [lux],indoor_temperature,wind_speed [m/s],occupant_count [number],Atmospheric Pressure,optimal temperature
67.3,0.0,24.9,0.87,36,56.0,25.7
67.2,0.0,25.0,0.91,29,56.0,25.8
67.3,0.0,25.3,1.92,33,55.7,25.8
67.5,0.0,25.3,1.98,36,56.0,25.7
67.4,0.0,25.0,1.17,31,56.0,25.8
67.6,0.0,24.9,1.08,30,56.0,25.7
67.6,0.0,25.0,1.68,30,56.0,25.7
67.7,0.0,25.1,1.54,31,56.0,25.7
67.7,0.0,25.1,1.88,29,56.0,25.7
67.6,0.0,24.9,1.75,36,56.0,25.8
67.8,0.0,25.0,2.18,29,56.0,25.7
67.7,0.0,25.2,1.95,27,56.1,25.8
67.9,0.0,25.3,2.78,27,55.6,25.7
68.0,0.0,25.2,0.77,35,56.0,25.7
68.0,0.0,25.3,2.24,36,56.0,25.7
68.0,0.0,25.4,2.12,35,56.0,25.8
68.1,0.0,25.5,2.32,35,56.0,25.7
68.3,0.0,25.6,1.86,32,56.0,25.7
68.2,0.0,25.6,1.47,33,56.0,25.7
68.3,0.0,25.6,1.96,28,56.0,25.7
68.2,0.0,25.6,2.3,30,56.0,25.7
68.2,0.0,25.7,1.37,30,56.0,25.8
68.4,0.0,25.8,0.54,35,56.0,25.7
68.4,0.0,25.8,2.03,36,55.7,25.7
68.3,0.0,25.9,1.62,31,56.0,25.8
68.2,0.0,26.0,2.16,34,56.0,25.8
68.3,0.0,25.9,3.05,35,56.0,25.8
68.7,0.0,25.9,2.42,30,56.1,25.7
68.5,0.0,25.9,1.67,26,56.0,25.7
68.5,0.0,25.8,2.52,25,56.0,25.7
67.5,0.0,25.9,2.63,30,56.0,25.5
62.0,0.0,25.9,2.12,25,55.9,25.1
57.7,0.0,26.0,2.51,29,55.9,24.8
55.9,0.0,26.1,2.54,28,55.6,24.5
56.8,0.0,26.1,1.4,26,55.7,24.8
57.5,0.0,26.1,1.87,27,55.8,25.1
58.1,0.0,26.1,2.29,31,55.9,25.3
59.0,0.0,26.2,1.72,25,55.7,25.3
59.7,0.0,26.3,1.84,28,55.7,25.3
60.3,0.0,26.3,2.44,29,55.7,25.3
60.8,0.0,26.3,3.57,31,55.9,25.3
61.2,0.0,26.3,2.15,32,55.9,25.3
61.5,0.0,26.3,1.29,26,55.9,25.4
61.8,0.0,26.4,2.57,29,55.7,25.4
61.3,0.0,26.5,1.29,26,56.1,25.2
57.5,0.0,26.4,3.22,28,55.9,24.7
54.4,0.0,26.4,1.74,26,55.9,24.6
53.2,0.0,26.4,0.89,26,55.9,24.2
52.2,0.0,26.5,1.85,30,55.9,23.6
51.3,0.0,26.5,0.61,29,55.8,23.4
50.6,0.0,26.6,0.67,27,56.0,23.3
50.4,0.0,26.7,0.83,30,56.0,23.2
50.5,0.0,26.7,1.0,27,55.9,23.1
50.3,0.0,26.7,1.1,27,56.2,23.0
50.0,0.0,26.7,0.88,19,58.3,22.9
49.7,0.0,26.7,0.66,17,56.8,22.8
49.6,0.0,26.7,0.62,24,56.3,22.7
49.3,0.0,26.7,1.52,23,56.2,22.7
49.2,0.0,26.7,1.66,23,56.2,22.6
49.1,0.0,26.7,1.18,21,56.3,22.6
49.1,0.0,26.7,0.72,25,56.2,22.5
49.0,0.0,26.7,0.86,30,56.2,22.4
49.0,0.0,26.7,0.73,29,56.3,22.4
49.0,0.0,26.7,0.81,22,56.3,22.3
49.0,0.0,26.7,0.73,16,57.3,22.3
49.0,0.0,26.7,0.54,17,58.2,22.3
48.9,0.0,26.7,0.85,15,56.3,22.2
49.0,0.0,26.7,0.7,25,56.2,22.2
49.0,0.0,26.7,0.9,24,56.2,22.1
48.9,0.0,26.7,1.42,19,56.2,22.1
49.0,0.0,26.7,0.93,25,56.2,22.0
48.9,0.0,26.7,1.4,20,56.2,22.0
48.9,0.0,26.7,1.42,25,56.2,22.0
48.9,0.0,26.7,1.47,25,56.2,22.0
49.1,0.0,26.7,0.99,15,56.4,21.9
49.0,0.0,26.7,0.97,18,58.3,21.9
49.1,0.0,26.7,1.15,30,56.3,21.9
49.1,0.0,26.7,1.54,18,56.2,21.9
49.2,0.0,26.7,1.04,21,56.2,21.8
49.3,0.0,26.7,2.0,23,56.2,21.8
49.4,0.0,26.7,1.59,18,56.2,21.7
49.6,0.0,26.7,1.59,15,56.2,21.7
49.6,0.0,26.7,2.22,15,56.2,21.7
49.6,0.0,26.7,0.93,27,56.3,21.7
49.6,0.0,26.7,0.94,17,56.2,21.7
49.6,0.0,26.7,1.25,22,58.4,21.6
49.6,0.0,26.7,1.25,23,56.6,21.6
49.8,0.0,26.7,2.22,15,56.3,21.6
49.9,0.0,26.7,1.32,29,56.3,21.6
50.0,0.0,26.7,0.92,19,56.2,21.6
50.0,0.0,26.7,0.71,22,56.1,21.6
50.0,0.0,26.7,1.26,28,56.2,21.5
50.0,0.0,26.7,1.51,18,56.3,21.5
50.0,0.0,26.7,2.65,19,56.3,21.5
50.0,0.0,26.7,1.4,26,56.3,21.5
50.1,0.0,26.7,1.48,17,58.2,21.4
50.1,0.0,26.7,2.97,19,57.2,21.4
50.1,0.0,26.7,1.93,16,56.3,21.4
50.2,0.0,26.7,3.78,28,56.3,21.4
50.1,0.0,26.7,1.82,20,56.3,21.4
50.1,0.0,26.7,2.79,30,56.3,21.4
50.1,0.0,26.7,2.83,19,56.3,21.4
50.2,0.0,26.7,2.55,24,56.3,21.4
50.2,0.0,26.7,1.33,15,56.3,21.3
50.3,0.0,26.8,1.36,18,56.3,21.3
50.4,0.0,26.9,0.58,19,56.8,21.3
50.4,0.0,26.9,0.22,26,57.8,21.3
50.5,0.0,26.9,2.07,29,56.3,21.3
50.5,0.0,26.8,4.74,28,56.2,21.2
50.6,0.0,26.7,0.77,19,56.1,21.2
50.6,0.0,26.7,3.71,27,56.2,21.2
50.7,0.0,26.6,2.66,29,56.1,21.2
50.8,0.0,26.6,2.16,17,56.1,21.2
50.7,0.0,26.5,1.08,17,56.1,21.2
50.8,0.0,26.5,2.16,15,56.1,21.2
51.0,0.0,26.4,2.34,30,56.1,21.2
51.0,0.0,26.3,3.75,18,58.3,21.2
51.1,0.0,26.3,4.19,29,56.3,21.2
51.3,0.0,26.3,1.2,26,56.1,21.1
51.3,0.0,26.4,1.28,16,56.1,21.1
51.3,0.0,26.4,0.59,16,56.1,21.2
51.3,0.0,26.3,0.76,24,56.1,21.2
51.4,0.0,26.3,2.25,29,56.1,21.1
51.5,0.0,26.3,1.38,18,56.0,21.1
51.6,0.0,26.3,2.05,17,56.1,21.1
51.5,0.0,26.3,1.73,30,56.1,21.1
51.7,0.0,26.3,0.51,16,57.8,21.1
51.8,0.0,26.3,0.87,18,56.8,21.1
51.9,0.0,26.3,0.35,23,56.1,21.0
52.1,0.0,26.3,0.73,27,56.1,21.0
51.9,0.0,26.3,0.71,27,56.1,21.1
52.0,0.0,26.3,1.52,25,56.0,21.1
52.1,0.0,26.4,0.76,28,56.0,21.1
52.1,0.0,26.4,0.45,15,56.1,21.1
52.3,0.0,26.3,1.76,26,56.1,21.0
52.4,0.0,26.3,0.67,20,56.1,21.0
52.3,0.0,26.3,0.28,19,57.1,21.0
52.3,0.0,26.3,0.35,27,57.5,21.1
52.5,0.0,26.3,0.93,22,56.2,21.1
52.6,0.0,26.3,1.14,17,56.1,21.0
52.7,0.0,26.2,0.91,20,56.1,21.0
52.5,0.0,26.2,0.36,25,56.1,21.0
52.5,0.0,26.2,0.31,27,56.2,21.0
52.5,0.0,26.1,0.3,20,56.1,21.0
52.6,0.0,26.1,2.16,28,56.2,21.0
52.6,0.0,26.1,0.5,28,56.1,21.0
52.8,0.0,26.1,0.12,26,56.2,20.9
52.9,0.0,26.1,0.68,27,58.5,20.9
52.8,0.0,26.1,1.85,17,56.4,21.0
52.9,0.0,26.2,1.46,23,56.2,21.0
53.0,0.0,26.2,1.69,26,56.1,20.9
52.9,0.0,25.6,0.45,17,56.1,21.0
53.0,0.0,24.7,1.17,23,56.2,21.0
53.0,0.0,24.6,0.67,22,56.1,20.9
53.0,0.0,24.6,0.38,24,56.1,21.0
53.0,0.0,24.7,0.27,29,56.1,21.0
53.2,0.0,24.7,0.46,28,56.2,20.9
53.2,0.0,24.7,0.74,27,58.0,20.9
53.2,0.0,24.7,0.38,19,56.3,20.9
53.1,0.0,24.7,0.35,27,55.9,20.9
53.1,0.0,24.7,0.68,26,55.9,20.9
53.2,0.0,24.8,1.09,20,55.9,20.9
53.3,0.0,24.8,1.5,19,55.8,20.8
53.2,0.0,24.9,1.05,19,55.7,20.9
53.1,0.0,24.9,0.63,30,55.7,20.9
53.0,0.0,24.7,1.06,28,55.7,20.9
53.0,0.0,24.7,0.3,21,55.8,20.8
52.8,0.0,24.8,1.64,20,57.0,20.8
52.9,0.0,24.9,1.32,24,56.8,20.8
52.8,0.0,24.8,0.91,24,55.9,20.8
52.7,0.0,24.8,0.61,15,55.7,20.8
52.6,0.0,24.8,0.76,27,55.8,20.8
52.6,0.0,24.9,0.85,16,55.8,20.8
52.7,0.0,24.9,0.21,18,55.8,20.7
52.7,0.0,24.8,0.8,30,55.8,20.7
52.5,0.0,24.8,2.37,29,55.7,20.7
52.4,0.0,24.8,2.01,30,55.6,20.7
52.3,0.0,24.9,2.09,22,55.7,20.7
52.3,0.0,24.9,4.65,19,57.7,20.6
52.1,0.0,24.8,3.05,18,55.8,20.7
52.1,0.0,24.9,2.79,27,55.7,20.6
52.1,0.0,24.9,2.99,26,55.7,20.6
52.0,0.0,25.0,2.2,19,55.7,20.6
52.0,0.0,24.9,2.51,16,55.7,20.6
51.9,0.0,24.9,1.65,23,55.7,20.6
52.0,0.0,24.9,0.78,16,55.7,20.6
51.8,0.0,25.0,3.3,17,55.7,20.6
51.9,0.0,25.0,1.52,15,55.7,20.6
51.9,0.0,24.9,2.86,24,57.5,20.5
52.0,0.0,24.9,2.33,22,55.9,20.5
51.9,0.0,25.0,1.83,18,55.7,20.5
52.1,0.0,25.0,1.5,20,55.7,20.4
51.9,0.0,25.0,0.47,23,55.7,20.5
51.3,0.0,25.0,3.0,16,55.7,20.9
51.6,0.0,25.0,2.87,24,55.7,21.4
52.2,0.0,25.0,2.5,26,55.8,21.5
52.7,0.0,25.0,1.17,21,55.9,21.6
53.1,0.0,25.0,1.96,18,55.9,21.8
53.4,0.0,25.0,2.14,18,55.8,21.9
53.9,0.0,25.0,2.21,21,55.9,22.0
54.5,0.0,25.0,2.07,20,56.0,22.1
54.8,0.0,25.0,1.28,21,56.0,22.1
55.2,0.0,25.0,1.13,19,56.0,22.2
55.5,0.0,25.0,2.51,23,56.0,22.3
55.8,0.0,25.0,1.26,23,56.0,22.5
56.1,0.0,25.0,3.34,23,56.0,22.5
56.5,0.0,24.9,1.96,27,55.9,22.6
56.8,0.0,24.9,2.9,25,55.9,22.7
56.9,0.0,25.0,1.03,30,55.6,22.8
57.3,0.0,25.1,2.92,17,55.9,22.8
57.6,0.0,25.1,2.64,20,55.9,22.8
58.0,0.0,25.0,2.04,18,55.9,22.9
58.1,0.0,25.0,2.88,26,55.9,23.0
58.5,0.0,25.0,2.1,15,55.9,23.0
58.7,0.0,25.1,2.09,19,56.0,23.1
58.9,0.0,25.1,2.67,30,56.0,23.1
59.2,0.0,25.0,3.79,22,55.9,23.1
59.3,0.0,25.0,3.61,30,56.0,23.3
59.6,0.0,25.0,1.91,28,56.0,23.2
59.8,0.0,25.1,2.13,29,55.7,23.3
60.0,0.0,25.1,2.44,34,55.9,23.3
60.5,0.0,25.2,3.44,35,56.0,23.3
60.5,0.0,24.8,2.92,33,56.0,23.4
60.9,0.0,24.8,1.42,25,56.1,23.3
61.2,0.0,24.9,3.47,26,56.0,23.3
61.4,0.0,25.0,0.09,32,55.9,23.4
61.3,0.0,25.0,1.74,28,56.0,23.5
61.7,0.0,25.0,2.82,35,55.9,23.4
62.0,0.0,25.1,3.53,33,56.0,23.4
62.2,0.0,25.1,2.49,34,55.8,23.5
62.4,0.0,25.1,2.3,27,56.0,23.5
62.6,0.0,24.8,3.06,25,56.0,23.5
62.8,0.0,24.9,2.63,30,56.0,23.5
63.0,0.0,25.0,0.96,33,56.0,23.5
63.2,0.0,25.1,2.26,30,56.0,23.5
63.2,0.0,25.1,1.23,26,56.1,23.6
63.5,0.0,25.1,1.62,26,56.1,23.6
63.6,0.0,24.7,2.4,31,56.0,23.6
63.8,0.0,25.0,2.21,33,56.1,23.6
63.8,0.0,25.1,3.02,28,56.1,23.7
64.2,0.0,25.1,0.82,37,56.1,23.7
64.4,0.0,24.8,2.26,36,56.2,23.7
64.6,0.0,25.0,2.74,32,56.0,23.7
64.7,0.0,25.1,3.46,27,56.0,23.7
64.8,0.0,25.1,2.28,29,56.0,23.7
65.0,0.0,24.9,1.42,34,56.0,23.7
65.0,0.0,25.0,2.38,28,56.0,23.7
65.1,0.0,25.2,1.69,27,56.0,23.7
65.2,0.0,24.9,1.32,33,56.0,23.8
65.3,0.0,24.8,3.38,27,56.0,23.8
65.5,0.0,24.9,1.62,35,55.8,23.8
65.5,0.0,25.1,1.76,32,56.0,23.8
65.6,0.0,25.1,2.5,37,56.0,23.8
65.6,0.0,25.2,0.37,29,56.0,23.9
65.8,0.0,24.8,4.09,37,56.1,23.9
65.8,0.0,25.1,2.4,33,56.0,23.9
66.0,0.0,25.1,1.81,36,56.0,23.9
66.1,0.0,24.8,2.32,29,56.0,23.9
66.2,0.0,24.9,2.09,33,56.0,23.9
66.2,0.0,25.0,1.95,34,56.0,23.9
66.4,0.0,25.0,2.44,37,55.7,23.9
66.5,0.0,25.1,0.99,36,56.0,24.0
66.5,0.0,25.1,0.56,35,56.0,24.0
66.6,0.0,24.8,1.31,27,56.1,24.0
66.6,0.0,24.9,1.73,29,56.1,24.0
66.8,0.0,25.0,2.08,29,56.1,24.0
66.7,0.0,25.1,1.08,28,56.1,24.0
66.9,0.0,25.0,2.08,37,56.0,24.0
66.9,0.0,25.0,2.1,36,56.0,24.0
67.0,0.0,25.1,1.26,31,56.0,24.1
67.1,0.0,25.1,2.72,33,55.8,24.0
67.2,0.0,24.9,1.02,36,56.0,24.1
67.1,0.0,24.9,2.12,34,56.0,24.1
67.2,0.0,25.0,2.02,38,56.1,24.1
67.4,0.0,25.0,3.27,38,56.0,24.1
67.4,0.0,25.0,1.16,31,56.1,24.1
67.5,0.0,25.0,1.51,31,56.1,24.1
67.6,0.0,25.1,1.02,31,56.1,24.1
67.7,0.0,24.9,1.31,33,56.1,24.1
67.7,0.0,24.7,0.69,37,56.1,24.1
67.7,0.0,24.9,2.52,31,55.8,24.2
67.8,0.0,25.0,2.24,32,56.1,24.1
67.8,0.0,25.0,1.64,28,56.1,24.2
67.8,0.0,25.1,1.46,33,56.2,24.2
67.8,0.0,25.1,1.96,30,56.1,24.2
67.9,0.0,24.9,1.71,30,56.2,24.2
67.9,0.0,25.0,1.48,31,56.2,24.2
68.3,0.0,25.1,1.05,37,56.2,24.2
68.1,0.0,24.8,1.62,38,56.2,24.2
68.1,0.0,24.8,1.33,33,56.2,24.3
68.3,0.0,25.0,2.14,32,56.2,24.2
68.3,0.0,25.1,1.91,42,55.9,24.3
68.5,0.0,25.1,1.26,32,56.2,24.2
68.6,0.0,24.7,1.24,36,56.2,24.2
68.6,0.0,24.9,1.52,39,56.2,24.2
68.7,0.0,25.0,0.98,42,56.2,24.3
68.7,0.0,25.1,1.09,34,56.2,24.3
68.7,0.0,24.7,1.24,42,56.2,24.3
68.8,0.0,24.8,0.49,41,56.2,24.3
68.9,0.0,25.0,1.24,33,56.1,24.3
68.9,0.0,25.1,1.11,37,56.2,24.3
69.0,0.0,24.7,2.12,35,55.9,24.3
69.1,0.0,24.9,2.62,37,56.2,24.3
69.1,0.0,25.3,1.43,39,56.2,24.3
69.2,0.0,25.7,2.03,39,56.1,24.3
69.1,0.0,25.9,1.51,36,56.2,24.4
69.2,0.0,26.0,1.25,31,56.2,24.3
69.4,0.0,26.1,2.12,35,56.2,24.3
69.3,0.0,26.2,1.4,32,56.2,24.4
69.2,0.0,26.2,0.68,34,56.2,24.4
69.3,0.0,26.3,1.07,35,56.2,24.4
69.4,0.0,26.4,0.66,32,55.9,24.4
69.6,0.0,26.4,0.78,32,56.1,24.4
69.6,0.0,26.4,1.61,35,56.2,24.4
69.7,0.0,26.5,0.66,32,56.2,24.4
69.8,0.0,26.5,0.89,30,56.2,24.4
69.9,0.0,26.6,1.23,31,56.2,24.4
69.9,0.0,26.6,0.17,37,56.2,24.4
70.0,0.0,26.6,0.43,35,56.1,24.4
70.2,0.0,26.6,0.78,35,56.2,24.3
69.9,0.0,26.7,0.82,33,56.2,24.4
70.1,0.0,26.7,1.0,38,56.2,24.4
70.2,0.0,26.7,1.46,30,55.9,24.4
70.2,0.0,26.7,1.23,38,56.1,24.4
69.5,0.0,26.7,1.72,38,56.1,24.2
64.0,0.0,26.7,1.5,29,56.1,23.7
59.8,0.0,26.7,1.34,28,56.0,23.5
56.9,0.0,26.7,1.83,34,56.0,23.2
55.0,0.0,26.7,1.22,15,56.0,23.0
53.6,0.0,26.6,0.82,15,56.0,22.8
52.8,0.0,26.6,0.22,27,55.9,22.6
52.3,0.0,26.5,0.48,25,55.8,22.4
52.6,0.0,26.5,0.9,29,57.3,22.4
52.9,0.0,26.5,0.63,18,56.4,22.3
52.6,0.0,26.5,0.74,30,55.9,22.3
52.1,0.0,26.4,0.85,17,55.8,22.1
53.9,0.0,27.7,0.17,27,56.2,24.5
52.7,0.0,27.7,0.3,35,56.1,24.3
51.7,0.0,27.7,0.27,25,56.0,24.1
51.0,0.0,27.7,0.11,26,56.0,24.0
50.5,0.0,27.7,0.17,28,56.0,23.9
50.2,0.0,27.7,0.09,32,56.0,23.8
49.8,0.0,27.7,0.19,32,56.1,23.7
49.7,0.0,27.6,0.21,25,57.5,23.6
49.4,0.0,27.6,0.21,33,56.9,23.6
49.7,0.0,27.6,1.03,27,56.0,23.4
50.2,0.0,27.6,0.27,30,56.1,23.4
50.0,0.0,27.6,0.49,26,56.2,23.4
49.9,0.0,27.6,0.35,29,56.2,23.3
49.8,0.0,27.6,0.18,26,56.3,23.3
49.5,0.0,27.6,0.37,25,56.2,23.3
49.5,0.0,27.6,0.28,34,56.3,23.2
49.5,0.0,27.6,0.14,19,56.3,23.1
49.5,0.0,27.6,0.34,30,56.9,23.1
49.4,0.0,27.6,0.02,27,58.1,23.1
49.4,0.0,27.6,0.3,29,56.3,23.1
49.5,0.0,27.6,0.7,17,56.2,23.0
49.5,0.0,27.6,1.4,19,56.2,23.0
49.5,0.0,27.6,0.65,23,56.3,23.0
49.5,0.0,27.6,0.27,29,56.2,22.9
49.6,0.0,27.6,0.69,28,56.2,22.9
49.6,0.0,27.6,0.56,15,56.2,22.8
49.7,0.0,27.6,0.34,17,56.2,22.8
49.7,0.0,27.6,0.51,23,56.2,22.8
49.7,0.0,27.6,0.7,25,58.7,22.8
49.7,0.0,27.6,0.42,26,56.4,22.8
49.6,0.0,27.6,0.42,18,56.1,22.8
49.7,0.0,27.6,0.16,28,56.1,22.7
49.6,0.0,27.6,0.06,15,56.1,22.7
50.0,0.0,27.6,0.31,17,56.1,22.6
49.7,0.0,27.6,0.31,26,56.1,22.7
49.7,0.0,27.6,0.22,23,56.1,22.6
49.8,0.0,27.6,0.21,20,56.1,22.6
49.6,0.0,27.6,0.19,20,56.1,22.6
49.7,0.0,27.6,0.29,27,58.1,22.6
49.7,0.0,27.6,0.33,17,56.7,22.6
49.8,0.0,27.6,0.37,28,56.1,22.5
49.8,0.0,27.6,0.26,29,56.1,22.5
49.9,0.0,27.6,0.38,23,56.2,22.5
49.9,0.0,27.6,0.32,16,56.2,22.5
49.9,0.0,27.6,0.27,24,56.2,22.5
50.0,0.0,27.6,0.51,29,56.2,22.4
50.0,0.0,27.6,0.35,15,56.3,22.5
50.0,0.0,27.6,0.37,24,56.2,22.4
49.9,0.0,27.6,0.23,15,57.3,22.4
50.0,0.0,27.6,0.35,16,57.7,22.4
50.0,0.0,27.6,1.31,24,56.3,22.4
50.1,0.0,27.6,0.48,29,56.2,22.3
50.1,0.0,27.6,0.24,26,56.2,22.3
50.2,0.0,27.6,0.59,25,56.2,22.3
50.2,0.0,27.6,1.69,15,56.2,22.3
50.1,0.0,27.6,0.68,19,56.1,22.3
50.1,0.0,27.6,0.22,23,56.1,22.3
50.3,0.0,27.6,2.09,28,56.1,22.2
50.3,18.11,27.6,2.51,28,57.6,22.3
50.5,0.0,27.6,0.75,16,58.3,22.2
50.5,0.0,27.6,0.56,21,56.2,22.2
50.5,0.0,27.6,1.29,24,56.0,22.2
50.5,0.0,27.6,0.84,29,56.1,22.2
50.6,0.0,27.6,0.35,18,56.0,22.1
50.6,0.0,27.5,0.4,19,56.0,22.1
50.5,0.0,27.6,0.59,27,56.0,22.1
50.6,0.0,27.6,0.55,20,56.0,22.1
50.6,0.0,27.6,0.85,24,56.0,22.1
50.7,0.0,27.6,0.91,23,56.0,22.0
50.8,0.0,27.6,0.84,29,58.0,22.0
50.7,0.0,27.5,1.07,19,56.4,22.0
50.9,0.0,27.5,1.24,29,55.9,22.0
50.9,0.0,27.6,0.43,17,56.0,22.0
50.9,0.0,27.6,0.22,17,56.2,22.0
51.0,0.0,27.6,0.17,20,56.3,22.0
50.8,0.0,27.5,0.22,26,56.3,22.0
50.8,0.0,27.5,0.26,16,56.3,22.0
50.9,0.0,27.6,0.29,16,56.3,22.0
50.9,0.0,27.5,0.48,17,56.3,22.0
50.9,0.0,27.5,0.48,16,56.3,22.0
51.2,0.0,27.5,1.19,24,58.9,21.9
51.2,0.0,27.5,0.11,19,59.5,21.9
51.4,0.0,27.5,0.38,21,57.4,21.8
51.4,0.0,27.5,0.35,28,56.3,21.9
51.4,0.0,27.5,0.57,15,56.4,21.9
51.4,0.0,27.5,0.12,19,56.3,21.9
51.4,0.0,27.5,0.12,23,56.3,21.8
51.4,0.0,27.5,0.1,25,56.3,21.8
51.4,0.0,27.5,0.28,25,56.3,21.8
51.4,0.0,27.5,0.21,25,56.3,21.8
51.4,0.0,27.4,0.59,22,56.4,21.8
51.4,0.0,27.5,0.27,19,56.3,21.8
51.4,0.0,27.5,0.33,26,58.7,21.7
51.3,0.0,27.4,0.49,17,56.5,21.8
51.3,0.0,27.3,0.35,15,56.3,21.7
51.1,0.0,27.2,0.27,23,56.3,21.8
51.1,0.0,27.2,0.7,19,56.3,21.7
51.1,0.0,27.2,0.99,29,56.3,21.7
51.0,46.48,27.2,0.42,25,57.0,21.7
51.0,96.43,27.3,1.1,26,56.8,21.8
50.8,97.07,27.3,0.57,29,57.7,21.9
50.7,97.48,27.4,0.4,28,57.0,21.9
50.4,97.86,27.4,1.09,22,59.3,21.9
50.3,97.45,27.1,1.0,17,57.6,21.9
50.0,98.39,26.0,0.43,17,57.1,22.0
49.9,101.61,25.3,0.86,16,56.9,21.9
49.7,101.44,25.1,1.4,22,56.9,22.0
49.7,98.46,24.9,1.73,27,57.1,21.9
49.5,97.47,25.0,0.62,22,57.1,22.0
49.4,97.35,25.1,0.85,30,56.9,22.0
49.3,98.88,24.9,0.76,24,56.8,22.0
49.3,100.02,25.2,0.75,21,56.8,22.0
49.2,97.21,24.9,0.62,16,58.4,22.0
49.3,97.81,25.0,0.9,25,57.6,22.0
49.2,98.85,25.2,0.71,30,56.9,22.0
49.2,98.86,24.9,0.7,20,57.4,22.0
49.2,96.7,25.1,1.9,27,57.3,22.0
49.4,93.05,25.1,1.71,22,57.3,21.9
49.4,101.3,24.9,1.59,30,56.7,21.9
49.2,98.25,25.2,0.87,24,57.2,22.0
49.3,96.73,24.9,1.13,21,57.0,21.9
49.3,98.08,25.1,1.41,23,56.9,21.9
49.3,98.26,25.1,0.57,19,57.2,21.8
49.2,96.84,24.9,1.3,23,58.7,21.9
49.2,96.64,25.3,0.75,21,57.1,21.9
49.3,99.65,25.2,0.19,18,58.6,21.9
49.2,99.32,25.1,1.02,31,56.6,21.9
49.2,97.72,25.1,0.88,25,57.1,21.9
49.3,93.38,25.1,0.64,31,56.7,21.9
49.3,100.33,25.0,1.12,31,56.5,21.9
49.3,104.03,25.0,2.47,26,55.9,21.9
49.3,103.88,25.0,0.56,22,55.9,21.9
49.3,98.8,25.0,2.29,22,56.2,21.8
49.3,95.94,24.9,1.41,23,58.3,21.8
49.2,95.3,25.1,2.01,21,61.5,21.9
49.3,98.49,25.2,1.73,23,62.7,21.8
49.5,97.98,24.8,4.34,25,61.8,21.8
49.5,97.21,25.1,3.48,28,62.0,21.8
49.6,97.88,25.0,2.68,26,62.2,21.7
49.5,94.08,24.9,2.22,25,61.7,21.7
49.3,91.92,25.2,2.86,23,56.6,21.8
49.4,95.51,24.9,3.41,22,56.6,21.8
49.4,97.75,24.9,1.85,34,56.8,21.8
49.4,97.92,25.2,3.18,23,58.2,21.7
49.3,104.3,25.2,1.44,28,57.0,21.9
48.9,105.75,25.2,2.25,26,56.2,22.4
49.0,102.9,25.2,1.02,29,56.6,22.9
49.1,103.04,25.2,1.81,39,57.5,23.2
49.3,106.45,25.2,2.82,31,56.3,23.4
49.4,111.65,25.2,1.7,38,55.9,23.6
49.9,108.47,25.2,2.49,40,56.2,23.7
50.6,104.17,25.2,3.17,33,57.1,23.9
50.9,103.01,25.2,3.64,34,56.6,24.1
51.0,104.71,25.2,1.8,34,56.2,24.2
51.3,103.24,25.2,2.04,29,58.0,24.3
51.7,102.02,25.2,1.38,28,57.5,24.4
52.1,101.06,24.8,2.35,25,57.5,24.5
52.4,96.17,24.9,2.8,28,58.4,24.5
52.6,96.33,25.2,1.48,30,57.8,24.6
53.0,100.43,24.7,2.13,32,57.4,24.7
53.4,102.37,24.9,1.81,29,56.8,24.7
53.7,104.69,25.2,1.56,30,56.7,24.8
53.7,102.27,25.6,3.74,29,57.0,24.9
53.9,103.92,25.5,2.78,28,56.5,25.0
54.1,102.94,25.5,0.63,27,58.2,25.1
54.4,102.58,25.5,1.16,31,57.2,25.1
54.5,100.69,25.4,1.16,33,56.8,25.2
54.5,101.77,25.4,1.18,32,56.9,25.3
54.7,102.35,25.3,1.21,28,56.9,25.3
55.0,101.47,25.1,1.01,27,57.0,25.4
55.4,103.69,25.1,2.19,30,58.7,25.4
55.7,102.27,25.1,1.45,31,62.1,25.4
55.9,98.34,25.1,0.78,30,62.7,25.4
56.1,99.41,25.1,1.27,34,62.1,25.5
56.3,100.79,25.1,2.26,34,56.4,25.5
56.5,102.51,25.0,2.39,33,58.9,25.5
56.6,102.92,25.0,0.41,30,56.8,25.6
56.8,100.99,25.0,2.24,31,57.0,25.6
56.9,100.8,25.0,0.19,28,56.9,25.7
56.9,104.25,25.0,2.02,30,57.2,25.8
57.0,104.89,25.2,1.32,43,57.6,25.9
57.4,91.16,25.3,0.82,32,58.0,25.8
57.6,28.71,25.0,1.38,37,56.8,25.8
58.1,0.0,25.0,0.64,31,56.1,25.7
58.7,0.0,25.2,1.11,36,55.8,25.5
59.1,0.0,25.1,0.75,31,56.2,25.4
59.6,0.0,25.1,1.55,38,56.2,25.4
60.0,0.0,25.1,0.22,35,56.2,25.3
60.3,0.0,25.1,0.57,36,56.2,25.3
60.5,0.0,24.9,0.35,32,56.2,25.2
60.7,0.0,25.1,1.45,34,56.2,25.2
60.9,0.0,24.5,0.04,31,56.3,25.2
61.0,0.0,23.6,0.87,35,56.2,25.2
61.0,0.0,23.7,0.37,33,56.2,25.3
61.1,0.0,23.8,0.93,36,55.9,25.3
61.3,0.0,23.8,0.56,38,56.2,25.3
61.6,0.0,23.8,1.37,34,56.2,25.2
61.7,0.0,23.8,1.85,34,56.2,25.3
61.9,0.0,23.8,0.93,32,56.2,25.2
